id_venda;cod_vendedor;cod_produto;cod_departamento;dtc_venda;qtd_venda;val_venda;num_nota
1719;10;11;5;27/04/2014;3;0.5;1172
1720;11;9;1;23/07/2014;3;12.25;243
1721;2;18;3;12/03/2015;1;850;269
1722;8;15;4;24/11/2014;1;98.5;54
1723;7;13;4;09/06/2015;1;3.2;466
1724;3;10;3;22/01/2014;3;2.15;540
1725;12;20;1;14/05/2014;1;350;674
1726;7;15;2;02/03/2015;1;98.5;1348
1727;9;19;4;15/06/2014;3;1500;74
1728;5;18;2;20/09/2015;1;850;800
1729;3;3;5;15/11/2014;1;342.09;1382
1730;12;15;4;01/11/2014;3;98.5;1319
1731;1;21;6;11/01/2015;3;2100;1477
1732;12;8;4;08/08/2015;2;875;610
1733;11;17;1;26/09/2014;1;1075;975
1734;3;19;5;01/05/2014;2;1500;975
1735;12;16;6;13/02/2014;3;135;1065
1736;4;5;5;12/11/2015;2;2125.99;1454
1737;8;12;3;12/03/2014;2;5.3;1236
1738;10;18;5;13/09/2015;2;850;736
1739;12;15;6;01/04/2015;1;98.5;11
1740;8;18;4;14/10/2015;3;850;125
1741;3;15;4;28/10/2014;1;98.5;342
1742;6;17;6;14/05/2015;3;1075;106
1743;7;11;1;14/10/2015;1;0.5;503
1744;5;19;2;12/08/2015;3;1500;1499
1745;4;15;6;07/09/2015;3;98.5;843
1746;11;23;5;15/12/2015;1;300;68
1747;1;10;3;10/05/2014;1;2.15;1162
1748;10;20;1;08/02/2014;1;350;338
1749;8;12;3;18/11/2014;2;5.3;1103
1750;1;11;4;09/06/2014;3;0.5;112
1751;12;7;1;23/04/2014;3;52.9;1096
1752;7;8;2;18/02/2014;1;875;532
1753;12;17;3;18/01/2015;1;1075;728
1754;3;13;5;10/07/2015;2;3.2;493
1755;9;6;5;18/09/2015;1;550;942
1756;10;8;1;18/12/2015;2;875;284
1757;12;10;3;24/02/2015;2;2.15;1116
1758;5;3;4;13/09/2015;3;342.09;254
1759;5;22;2;04/07/2014;2;1600;5
1760;9;13;1;26/11/2015;2;3.2;285
1761;7;2;1;15/07/2014;3;25.9;471
1762;4;9;2;15/09/2014;3;12.25;1320
1763;5;18;4;14/01/2014;1;850;678
1764;8;6;4;27/09/2014;3;550;205
1765;1;11;3;14/08/2014;2;0.5;479
1766;5;12;5;10/01/2015;3;5.3;1291
1767;11;21;4;08/02/2015;1;2100;1359
1768;12;23;6;23/03/2014;2;300;99
1769;2;2;6;16/03/2014;1;25.9;1038
1770;5;3;6;14/03/2014;1;342.09;963
1771;4;11;2;21/03/2014;1;0.5;853
1772;7;23;2;12/08/2015;2;300;607
1773;1;12;6;23/04/2015;1;5.3;745
1774;1;6;3;22/08/2015;2;550;538
1775;11;4;4;01/04/2015;1;1300;449
1776;1;20;2;16/03/2015;3;350;512
1777;7;19;4;10/05/2015;3;1500;856
1778;8;20;1;14/09/2015;3;350;987
1779;1;9;6;05/09/2015;2;12.25;1273
1780;1;7;1;08/11/2015;3;52.9;191
1781;1;6;6;10/08/2014;2;550;1153
1782;4;18;4;20/12/2014;1;850;992
1783;11;14;5;09/06/2015;1;25;774
1784;4;15;2;25/05/2015;1;98.5;1412
1785;2;12;2;11/11/2014;2;5.3;474
1786;1;13;6;06/04/2015;1;3.2;1221
1787;12;17;3;10/05/2015;1;1075;52
1788;4;5;2;27/12/2015;2;2125.99;606
1789;1;12;4;23/09/2015;2;5.3;282
1790;10;8;2;05/02/2014;3;875;1400
1791;2;14;4;10/06/2015;3;25;1175
1792;10;15;3;10/06/2015;1;98.5;1447
1793;7;2;5;17/05/2015;3;25.9;1255
1794;9;14;6;26/06/2014;2;25;971
1795;2;3;1;14/10/2014;3;342.09;1122
1796;3;13;2;09/01/2014;3;3.2;5
1797;7;1;2;14/04/2015;1;25.15;1047
1798;10;16;5;19/01/2015;1;135;944
1799;11;23;5;16/05/2015;1;300;856
1800;6;10;3;27/04/2015;2;2.15;276
1801;6;22;5;10/11/2014;3;1600;995
1802;2;5;5;15/06/2015;2;2125.99;831
1803;7;14;2;25/08/2015;2;25;506
1804;9;20;4;04/09/2014;2;350;609
1805;10;18;2;05/12/2014;1;850;497
1806;2;7;2;05/10/2015;2;52.9;1401
1807;3;13;1;25/09/2014;3;3.2;341
1808;9;16;3;20/11/2014;1;135;796
1809;4;9;6;15/02/2015;1;12.25;714
1810;7;8;6;01/04/2015;1;875;80
1811;5;3;3;09/01/2015;3;342.09;493
1812;10;8;1;15/12/2014;2;875;902
1813;3;2;3;05/04/2015;2;25.9;424
1814;5;14;4;18/03/2015;1;25;477
1815;1;12;2;01/04/2014;3;5.3;413
1816;11;14;6;10/09/2014;3;25;385
1817;10;16;6;16/03/2015;1;135;109
1818;12;7;1;17/08/2014;2;52.9;1088
1819;9;19;5;14/12/2014;2;1500;965
1820;11;20;6;15/03/2014;3;350;998
1821;11;4;2;28/11/2014;1;1300;1017
1822;7;19;6;07/03/2015;2;1500;254
1823;2;2;4;04/02/2015;3;25.9;328
1824;8;20;1;07/01/2014;3;350;1473
1825;5;9;5;17/06/2014;3;12.25;17
1826;3;13;5;06/02/2015;1;3.2;539
1827;2;19;5;18/11/2014;1;1500;441
1828;5;23;1;09/03/2015;2;300;639
1829;9;22;6;21/09/2014;3;1600;1139
1830;3;16;3;01/11/2014;3;135;176
1831;1;16;5;27/10/2014;1;135;1427
1832;11;19;5;22/06/2015;3;1500;220
1833;6;2;2;20/11/2015;1;25.9;808
1834;4;3;5;02/05/2014;3;342.09;209
1835;8;8;1;09/04/2015;2;875;852
1836;2;19;6;28/09/2015;1;1500;123
1837;8;10;1;16/03/2015;3;2.15;1259
1838;6;10;3;16/06/2014;1;2.15;1017
1839;5;9;1;03/09/2015;3;12.25;816
1840;3;10;5;19/07/2015;2;2.15;706
1841;4;7;3;05/07/2015;1;52.9;482
1842;11;8;2;13/09/2014;1;875;1181
1843;5;15;6;11/04/2014;3;98.5;614
1844;3;12;4;10/05/2015;3;5.3;433
1845;10;17;4;04/06/2014;2;1075;184
1846;8;11;5;17/09/2015;3;0.5;549
1847;12;15;2;02/10/2015;3;98.5;966
1848;5;15;6;23/06/2014;2;98.5;1406
1849;5;8;5;25/12/2014;3;875;1404
1850;7;1;4;15/02/2015;2;25.15;556
1851;2;20;1;23/09/2014;2;350;86
1852;7;3;1;26/02/2015;1;342.09;158
1853;5;3;2;20/02/2014;2;342.09;789
1854;1;13;5;01/12/2014;3;3.2;97
1855;10;22;5;22/08/2014;2;1600;698
1856;12;3;5;14/10/2015;2;342.09;536
1857;2;4;1;08/11/2015;3;1300;483
1858;8;7;6;19/09/2014;3;52.9;51
1859;4;19;6;24/09/2014;3;1500;459
1860;6;20;6;08/03/2015;3;350;1280
1861;3;6;1;25/01/2014;1;550;871
1862;6;5;3;16/09/2014;2;2125.99;1034
1863;2;6;2;25/02/2015;2;550;418
1864;6;1;3;04/07/2014;1;25.15;190
1865;7;18;1;25/06/2014;2;850;564
1866;10;6;4;05/05/2014;2;550;1434
1867;7;6;3;15/08/2014;3;550;1042
1868;2;12;3;27/08/2014;3;5.3;353
1869;7;18;4;19/09/2014;1;850;970
1870;7;14;2;16/12/2014;2;25;642
1871;6;6;6;14/03/2014;1;550;455
1872;10;3;1;08/05/2015;2;342.09;1118
1873;10;20;3;18/02/2015;1;350;1456
1874;9;11;2;26/01/2015;2;0.5;508
1875;4;13;1;18/03/2015;2;3.2;161
1876;5;22;6;17/02/2015;2;1600;627
1877;5;21;2;15/09/2014;1;2100;118
1878;2;4;5;28/01/2015;3;1300;549
1879;3;1;5;28/11/2015;1;25.15;593
1880;5;18;1;22/01/2014;1;850;291
1881;10;17;2;17/01/2015;2;1075;362
1882;10;14;4;09/12/2015;3;25;1077
1883;1;22;4;17/12/2015;2;1600;983
1884;1;8;4;07/04/2015;1;875;532
1885;9;23;4;12/09/2015;2;300;905
1886;4;7;6;02/06/2015;1;52.9;67
1887;7;8;1;14/05/2015;1;875;641
1888;7;7;3;14/03/2015;1;52.9;1269
1889;4;2;4;06/02/2015;2;25.9;353
1890;10;7;6;05/07/2014;2;52.9;516
1891;6;10;3;23/07/2015;3;2.15;929
1892;9;16;6;17/06/2014;2;135;560
1893;11;2;5;11/12/2015;2;25.9;416
1894;9;20;2;11/07/2014;2;350;931
1895;7;17;6;18/08/2015;3;1075;771
1896;2;3;6;19/04/2015;1;342.09;1398
1897;8;3;4;07/06/2015;2;342.09;1142
1898;1;8;6;04/06/2014;1;875;1487
1899;8;2;1;04/03/2014;1;25.9;177
1900;2;16;5;13/05/2015;1;135;1246
1901;12;23;2;12/11/2015;2;300;657
1902;6;15;3;20/08/2015;2;98.5;1088
1903;6;13;4;01/08/2015;1;3.2;724
1904;5;18;6;25/03/2015;1;850;300
1905;9;18;3;22/10/2015;1;850;577
1906;2;20;2;03/01/2015;2;350;843
1907;9;10;6;05/09/2014;1;2.15;1478
1908;10;1;3;01/12/2014;1;25.15;424
1909;12;11;6;07/05/2015;2;0.5;217
1910;9;14;5;17/10/2014;2;25;1341
1911;4;12;6;14/06/2015;2;5.3;703
1912;11;12;4;20/07/2015;1;5.3;105
1913;8;10;6;04/07/2014;3;2.15;1367
1914;7;7;1;06/11/2014;3;52.9;378
1915;7;22;4;07/10/2014;1;1600;817
1916;9;13;3;01/06/2014;1;3.2;694
1917;8;16;4;10/02/2014;3;135;133
1918;11;15;1;07/05/2015;1;98.5;1150
1919;9;23;3;15/07/2014;2;300;1117
1920;1;8;2;22/10/2015;3;875;1298
1921;10;17;5;18/08/2014;3;1075;711
1922;8;19;1;22/05/2014;2;1500;610
1923;9;12;6;04/10/2015;3;5.3;1012
1924;2;11;6;13/10/2014;3;0.5;457
1925;1;3;4;18/03/2015;2;342.09;447
1926;1;23;4;21/06/2015;3;300;981
1927;5;2;3;13/04/2015;3;25.9;384
1928;8;20;1;15/01/2014;1;350;1330
1929;8;17;6;16/11/2014;3;1075;1298
1930;6;15;5;15/12/2015;3;98.5;1431
1931;2;14;4;22/08/2014;3;25;1386
1932;2;17;6;20/03/2015;3;1075;1314
1933;8;23;6;09/03/2014;2;300;706
1934;3;7;3;13/12/2014;3;52.9;597
1935;2;21;6;13/06/2015;1;2100;916
1936;10;19;5;17/08/2015;3;1500;1416
1937;8;12;2;27/06/2014;1;5.3;870
1938;1;1;3;27/09/2014;3;25.15;1255
1939;2;19;4;22/01/2015;3;1500;800
1940;2;6;4;03/06/2015;3;550;250
1941;11;5;3;25/08/2015;2;2125.99;1318
1942;10;7;3;02/01/2015;1;52.9;543
1943;8;19;4;08/01/2014;3;1500;1075
1944;4;9;2;11/12/2015;1;12.25;688
1945;9;10;6;04/06/2015;1;2.15;701
1946;1;11;3;09/02/2015;1;0.5;1398
1947;1;12;2;23/07/2015;1;5.3;342
1948;3;17;2;19/11/2014;1;1075;10
1949;10;12;3;03/11/2015;3;5.3;169
1950;1;14;5;05/10/2014;3;25;1490
1951;9;22;3;04/08/2015;2;1600;841
1952;10;19;1;08/04/2015;3;1500;201
1953;1;21;4;12/07/2014;2;2100;119
1954;1;5;6;22/09/2015;3;2125.99;230
1955;1;4;6;15/06/2014;1;1300;1009
1956;9;16;3;05/08/2014;2;135;819
1957;7;8;3;12/01/2014;3;875;1338
1958;5;20;1;16/10/2014;1;350;971
1959;11;3;4;28/11/2015;3;342.09;1318
1960;6;23;4;26/12/2014;1;300;418
1961;6;22;6;16/11/2015;3;1600;44
1962;6;17;1;17/09/2015;3;1075;515
1963;2;3;6;08/07/2014;1;342.09;730
1964;8;16;3;16/12/2014;2;135;35
1965;4;15;2;05/06/2015;2;98.5;1150
1966;1;10;3;02/08/2015;2;2.15;817
1967;11;13;4;24/04/2014;2;3.2;559
1968;9;3;2;12/06/2014;2;342.09;140
1969;12;1;1;01/02/2015;1;25.15;895
1970;8;1;6;20/01/2015;2;25.15;1134
1971;8;20;1;04/02/2014;2;350;402
1972;6;9;6;12/07/2014;1;12.25;206
1973;4;13;4;13/01/2014;3;3.2;707
1974;4;5;5;18/05/2014;3;2125.99;1052
1975;11;13;1;12/06/2014;1;3.2;780
1976;7;13;1;13/05/2015;1;3.2;25
1977;6;17;6;28/04/2014;3;1075;1003
1978;4;4;1;14/07/2014;1;1300;1277
1979;4;5;1;18/03/2015;2;2125.99;781
1980;2;6;5;05/09/2014;2;550;1245
1981;9;17;6;23/09/2014;3;1075;1209
1982;11;15;5;01/02/2015;1;98.5;1014
1983;10;9;3;17/01/2014;2;12.25;1291
1984;5;23;4;21/06/2014;1;300;386
1985;7;10;4;12/08/2015;3;2.15;1008
1986;5;10;5;08/01/2015;1;2.15;1186
1987;12;12;1;06/08/2014;1;5.3;856
1988;9;4;6;12/07/2014;3;1300;322
1989;1;15;5;01/08/2015;1;98.5;587
1990;1;13;2;07/04/2015;1;3.2;208
1991;5;16;2;19/08/2015;2;135;999
1992;12;4;6;23/05/2015;1;1300;593
1993;11;5;2;22/03/2014;3;2125.99;1278
1994;8;14;2;08/04/2015;2;25;1078
1995;2;17;2;03/11/2015;1;1075;1082
1996;3;7;5;21/09/2015;1;52.9;262
1997;7;4;3;13/11/2014;3;1300;654
1998;8;12;6;21/11/2014;1;5.3;995
1999;3;11;4;23/03/2015;1;0.5;542
2000;12;11;5;03/04/2014;2;0.5;805
2001;12;15;5;27/01/2014;3;98.5;1064
2002;1;10;2;13/03/2015;2;2.15;548
2003;5;14;6;16/10/2014;2;25;991
2004;12;7;1;23/07/2014;1;52.9;616
2005;8;18;5;08/03/2015;2;850;916
2006;3;3;4;03/03/2015;1;342.09;1440
2007;4;19;3;28/03/2015;2;1500;662
2008;12;17;4;03/05/2014;3;1075;1083
2009;4;10;3;12/03/2015;3;2.15;816
2010;3;13;6;19/11/2015;1;3.2;64
2011;12;22;1;19/08/2014;2;1600;1065
2012;3;5;5;11/10/2015;3;2125.99;370
2013;12;12;1;07/02/2015;3;5.3;769
2014;5;21;6;07/04/2015;3;2100;1499
2015;11;6;2;15/08/2014;1;550;1446
2016;1;16;5;24/10/2015;1;135;833
2017;3;13;1;10/10/2014;3;3.2;1127
2018;9;11;6;05/02/2014;3;0.5;324
2019;7;9;2;18/09/2015;2;12.25;639
2020;11;12;1;25/11/2014;1;5.3;434
2021;10;8;6;12/09/2014;2;875;374
2022;10;7;6;07/09/2015;3;52.9;126
2023;12;16;2;24/07/2015;2;135;11
2024;5;21;3;05/04/2014;1;2100;27
2025;9;22;5;11/01/2015;3;1600;758
2026;10;2;2;07/11/2014;3;25.9;822
2027;5;2;3;02/06/2015;3;25.9;583
2028;3;21;4;13/01/2014;2;2100;1192
2029;1;17;1;03/04/2014;3;1075;464
2030;3;23;6;02/07/2015;2;300;39
2031;1;10;3;13/06/2014;2;2.15;1179
2032;11;14;6;16/07/2015;3;25;626
2033;8;11;1;11/04/2014;3;0.5;1233
2034;2;1;1;05/05/2014;1;25.15;794
2035;12;2;4;04/08/2014;3;25.9;449
2036;6;13;4;10/11/2015;3;3.2;385
2037;12;19;4;26/08/2015;2;1500;434
2038;9;21;2;23/12/2014;3;2100;1472
2039;2;19;3;13/09/2015;2;1500;616
2040;12;3;2;01/03/2014;1;342.09;97
2041;7;22;6;13/12/2015;1;1600;307
2042;12;7;6;07/12/2014;2;52.9;232
2043;6;16;3;04/08/2015;1;135;1204
2044;10;13;4;15/08/2014;1;3.2;260
2045;9;10;3;28/01/2014;3;2.15;328
2046;12;13;4;27/10/2014;2;3.2;1422
2047;3;23;3;02/03/2015;1;300;668
2048;9;11;4;10/01/2014;2;0.5;736
2049;12;2;4;13/01/2015;2;25.9;1335
2050;3;9;1;10/08/2014;2;12.25;378
2051;3;3;3;22/03/2014;3;342.09;719
2052;8;21;2;26/04/2015;2;2100;1326
2053;11;15;5;04/10/2015;2;98.5;1051
2054;11;17;1;15/09/2015;3;1075;184
2055;7;4;4;06/04/2014;2;1300;1378
2056;3;4;5;05/11/2015;2;1300;566
2057;4;15;3;19/04/2014;3;98.5;1452
2058;11;1;1;20/09/2015;2;25.15;274
2059;1;19;5;12/09/2015;2;1500;699
2060;8;20;1;02/08/2015;1;350;929
2061;12;10;1;27/03/2015;3;2.15;186
2062;7;22;2;02/04/2014;3;1600;198
2063;6;22;4;11/08/2015;1;1600;874
2064;3;21;6;20/07/2014;3;2100;1248
2065;11;18;4;21/09/2015;3;850;1289
2066;1;22;3;24/05/2014;3;1600;1115
2067;4;22;5;19/04/2014;3;1600;993
2068;5;22;5;23/11/2014;1;1600;44
2069;11;5;3;04/07/2014;2;2125.99;913
2070;10;3;6;01/03/2014;3;342.09;524
2071;1;14;2;25/11/2014;1;25;702
2072;9;20;4;05/11/2015;1;350;1023
2073;10;12;5;10/08/2015;2;5.3;949
2074;12;5;1;26/03/2015;3;2125.99;946
2075;12;3;3;19/11/2015;1;342.09;780
2076;4;2;2;27/10/2015;3;25.9;549
2077;10;23;1;21/08/2015;3;300;1166
2078;6;3;2;21/12/2015;2;342.09;698
2079;8;3;4;16/08/2014;3;342.09;473
2080;1;20;3;22/04/2014;1;350;39
2081;5;20;3;08/02/2014;2;350;25
2082;3;4;6;14/02/2015;1;1300;335
2083;10;6;3;11/05/2014;2;550;432
2084;6;12;5;03/01/2015;1;5.3;243
2085;11;21;3;02/10/2014;1;2100;1418
2086;4;20;3;23/03/2015;1;350;1354
2087;7;2;6;27/04/2014;3;25.9;643
2088;9;12;1;07/12/2015;2;5.3;1159
2089;8;10;3;01/07/2014;3;2.15;760
2090;8;17;3;28/08/2015;3;1075;493
2091;2;1;2;22/11/2015;2;25.15;962
2092;10;23;5;28/11/2015;1;300;610
2093;12;19;6;04/06/2015;3;1500;1473
2094;12;5;2;09/11/2015;2;2125.99;697
2095;2;9;6;26/11/2014;3;12.25;451
2096;11;10;6;27/06/2015;2;2.15;282
2097;4;7;2;21/05/2015;3;52.9;202
2098;11;1;1;27/08/2014;2;25.15;400
2099;11;15;2;01/01/2014;1;98.5;1482
2100;11;4;1;09/11/2014;1;1300;767
2101;10;15;4;14/12/2015;3;98.5;470
2102;3;10;4;22/08/2014;1;2.15;1161
2103;6;14;4;03/11/2014;1;25;1364
2104;7;4;2;04/11/2015;2;1300;75
2105;6;10;2;04/06/2014;2;2.15;1320
2106;12;23;3;22/10/2014;2;300;890
2107;5;10;2;13/05/2015;1;2.15;17
2108;2;8;6;26/05/2014;2;875;958
2109;8;11;4;11/12/2015;3;0.5;872
2110;10;1;4;19/05/2015;3;25.15;50
2111;8;20;4;01/03/2014;3;350;1171
2112;12;14;2;12/04/2015;3;25;406
2113;2;23;2;20/04/2014;1;300;887
2114;9;15;2;14/01/2014;1;98.5;556
2115;4;10;6;17/03/2015;3;2.15;1179
2116;9;8;1;05/04/2015;1;875;1346
2117;10;6;2;03/10/2015;1;550;330
2118;2;19;5;01/04/2015;1;1500;655
2119;9;1;3;01/03/2015;2;25.15;317
2120;12;11;4;06/12/2015;1;0.5;1393
2121;12;11;6;09/10/2014;3;0.5;699
2122;9;2;3;11/09/2015;1;25.9;1018
2123;7;21;1;18/04/2014;2;2100;535
2124;5;18;3;18/07/2015;2;850;842
2125;8;20;4;17/04/2015;3;350;628
2126;4;16;3;28/08/2015;2;135;396
2127;10;2;6;16/11/2014;2;25.9;1393
2128;4;4;5;07/10/2014;1;1300;643
2129;2;23;4;26/06/2014;1;300;376
2130;7;11;3;17/05/2015;3;0.5;117
2131;2;22;4;05/05/2015;3;1600;378
2132;6;18;3;08/02/2014;2;850;1131
2133;1;9;3;05/10/2014;3;12.25;357
2134;12;3;1;26/02/2015;1;342.09;454
2135;5;3;5;06/04/2014;2;342.09;400
2136;10;5;2;11/12/2014;3;2125.99;615
2137;2;3;6;25/02/2014;1;342.09;202
2138;9;9;6;21/10/2015;3;12.25;1243
2139;7;14;5;16/01/2014;2;25;21
2140;3;17;5;04/12/2015;2;1075;1387
2141;6;18;6;04/03/2014;3;850;1359
2142;4;22;2;24/12/2014;3;1600;411
2143;12;7;5;27/10/2015;1;52.9;525
2144;7;15;1;10/03/2014;3;98.5;1315
2145;4;8;3;03/12/2015;3;875;808
2146;4;11;3;08/12/2015;3;0.5;779
2147;2;19;3;10/05/2014;2;1500;239
2148;5;20;4;05/08/2015;1;350;1173
2149;2;15;5;23/03/2015;1;98.5;158
2150;8;14;6;09/06/2014;3;25;711
2151;2;15;1;10/01/2015;1;98.5;63
2152;3;9;2;24/11/2014;3;12.25;1056
2153;6;20;4;09/10/2015;1;350;81
2154;12;2;2;08/08/2015;1;25.9;781
2155;9;9;1;18/02/2014;2;12.25;1372
2156;5;2;6;05/09/2015;3;25.9;768
2157;12;2;4;12/11/2014;2;25.9;1417
2158;2;15;6;05/08/2015;1;98.5;885
2159;12;15;1;28/09/2015;1;98.5;272
2160;10;12;5;12/01/2014;1;5.3;355
2161;6;23;6;23/09/2014;2;300;109
2162;3;3;3;12/10/2014;2;342.09;882
2163;1;12;6;19/03/2014;1;5.3;1377
2164;6;8;4;11/12/2014;1;875;855
2165;12;2;3;02/09/2015;2;25.9;639
2166;2;1;4;25/02/2015;2;25.15;197
2167;2;1;2;17/06/2015;3;25.15;773
2168;4;9;6;20/04/2014;3;12.25;1382
2169;6;23;4;12/07/2014;3;300;1419
2170;10;20;5;16/10/2014;1;350;169
2171;11;2;3;24/11/2015;1;25.9;738
2172;6;20;4;07/07/2014;2;350;693
2173;11;21;4;13/07/2014;3;2100;930
2174;9;7;5;07/09/2014;3;52.9;1090
2175;3;15;5;26/09/2015;3;98.5;656
2176;7;15;3;26/05/2015;1;98.5;1273
2177;7;2;3;05/02/2015;3;25.9;985
2178;7;7;6;12/08/2015;2;52.9;819
2179;7;14;6;20/10/2014;2;25;677
2180;6;15;2;26/05/2015;3;98.5;245
2181;6;3;1;01/02/2015;2;342.09;445
2182;11;9;4;19/04/2015;2;12.25;1171
2183;1;6;5;09/10/2015;1;550;141
2184;1;22;6;19/01/2014;2;1600;420
2185;1;12;2;15/09/2014;3;5.3;947
2186;8;15;2;15/01/2014;2;98.5;783
2187;9;8;1;19/11/2014;3;875;567
2188;11;2;5;02/01/2014;2;25.9;66
2189;3;21;1;10/05/2015;2;2100;700
2190;7;6;6;10/10/2014;3;550;925
2191;2;13;4;25/01/2014;3;3.2;498
2192;11;7;3;16/03/2014;1;52.9;1330
2193;6;17;4;16/03/2014;3;1075;1467
2194;7;7;2;15/09/2014;1;52.9;1362
2195;5;5;6;22/04/2014;2;2125.99;1259
2196;5;7;5;01/04/2014;3;52.9;1461
2197;11;1;3;07/05/2015;3;25.15;63
2198;10;23;2;15/06/2014;3;300;1116
2199;12;1;1;20/03/2015;3;25.15;840
2200;8;10;6;11/01/2015;2;2.15;215
2201;7;18;3;21/01/2015;2;850;1405
2202;4;5;4;24/09/2015;3;2125.99;918
2203;9;15;4;26/10/2014;3;98.5;686
2204;6;16;5;05/08/2014;3;135;745
2205;5;6;2;22/01/2014;3;550;1170
2206;3;22;3;08/08/2014;3;1600;1205
2207;9;8;4;21/11/2014;2;875;192
2208;8;5;2;04/03/2014;3;2125.99;496
2209;7;3;3;23/02/2015;2;342.09;1011
2210;9;22;6;12/04/2015;2;1600;140
2211;5;16;2;09/09/2015;2;135;1304
2212;12;5;5;14/09/2015;2;2125.99;861
2213;1;7;5;22/12/2014;2;52.9;1410
2214;7;7;6;10/12/2015;3;52.9;56
2215;8;15;3;03/05/2014;1;98.5;785
2216;1;5;2;27/07/2015;3;2125.99;263
2217;6;8;2;01/02/2015;2;875;833
2218;11;11;6;02/03/2015;2;0.5;919
2219;12;7;3;27/09/2015;2;52.9;1127
2220;9;6;6;02/01/2014;2;550;1415
2221;4;13;5;16/07/2014;3;3.2;417
2222;12;15;2;09/11/2015;3;98.5;164
2223;6;19;5;27/01/2015;2;1500;1380
2224;7;6;4;26/12/2015;3;550;413
2225;9;13;3;23/07/2014;3;3.2;918
2226;8;18;4;28/11/2015;3;850;1309
2227;4;8;3;22/09/2015;3;875;982
2228;10;19;2;21/05/2015;1;1500;1199
2229;11;16;3;28/11/2015;1;135;158
2230;11;13;2;17/04/2014;2;3.2;541
2231;6;12;4;21/04/2015;1;5.3;655
2232;12;22;1;09/12/2014;2;1600;1026
2233;6;3;3;24/02/2014;3;342.09;1435
2234;5;18;5;11/11/2014;2;850;1325
2235;8;12;4;21/05/2015;2;5.3;384
2236;4;23;2;28/12/2014;3;300;1375
2237;6;10;6;20/08/2014;3;2.15;1132
2238;3;9;6;03/06/2015;3;12.25;1067
2239;12;3;4;08/06/2015;3;342.09;958
2240;10;10;2;01/05/2014;2;2.15;515
2241;7;9;1;11/12/2014;3;12.25;80
2242;7;7;3;16/01/2015;2;52.9;205
2243;8;12;5;13/11/2015;1;5.3;536
2244;6;7;2;14/11/2014;3;52.9;1138
2245;6;20;4;11/04/2014;3;350;214
2246;1;3;3;11/11/2014;2;342.09;951
2247;11;5;2;07/08/2014;3;2125.99;639
2248;1;7;1;24/06/2015;2;52.9;424
2249;1;13;1;20/01/2014;2;3.2;1062
2250;11;18;2;12/07/2014;3;850;1028
2251;8;2;1;12/12/2014;2;25.9;916
2252;10;20;4;12/05/2014;1;350;925
2253;1;23;5;23/07/2015;2;300;1418
2254;5;6;6;13/10/2015;1;550;628
2255;7;14;3;16/10/2015;2;25;1252
2256;6;2;3;16/05/2014;1;25.9;1452
2257;12;23;6;27/12/2015;3;300;342
2258;2;22;6;23/10/2014;2;1600;419
2259;8;10;1;22/10/2015;2;2.15;294
2260;3;18;5;07/05/2015;1;850;1079
2261;8;14;1;10/05/2014;1;25;313
2262;1;1;4;28/07/2014;3;25.15;774
2263;1;20;6;13/02/2015;1;350;268
2264;1;2;6;24/09/2015;2;25.9;20
2265;7;9;5;12/05/2014;1;12.25;1078
2266;2;16;4;27/06/2014;3;135;243
2267;1;23;5;17/03/2014;3;300;364
2268;11;7;5;20/04/2015;2;52.9;1371
2269;5;17;5;28/12/2014;2;1075;992
2270;5;10;2;06/02/2014;1;2.15;13
2271;10;16;6;26/05/2014;1;135;523
2272;10;1;2;15/05/2014;1;25.15;1323
2273;4;1;5;06/02/2014;1;25.15;837
2274;11;17;3;20/02/2015;2;1075;790
2275;12;1;2;05/11/2015;2;25.15;783
2276;10;14;6;19/04/2014;3;25;311
2277;5;19;1;19/07/2015;2;1500;1423
2278;6;20;2;25/03/2015;1;350;808
2279;1;1;3;23/03/2014;2;25.15;295
2280;8;15;4;08/07/2015;2;98.5;67
2281;6;8;3;07/10/2014;1;875;438
2282;10;3;5;16/07/2014;3;342.09;1467
2283;7;4;5;07/12/2015;3;1300;955
2284;7;12;3;24/02/2015;3;5.3;822
2285;7;12;3;05/02/2014;2;5.3;1339
2286;12;10;5;21/10/2014;3;2.15;1151
2287;10;16;6;09/08/2015;3;135;238
2288;12;11;5;24/08/2015;2;0.5;263
2289;11;7;4;15/08/2015;3;52.9;990
2290;9;2;3;11/12/2015;2;25.9;682
2291;12;7;3;09/05/2014;3;52.9;281
2292;4;16;4;08/05/2015;1;135;1151
2293;12;12;3;03/03/2015;3;5.3;524
2294;12;2;3;01/04/2015;2;25.9;210
2295;10;14;4;13/05/2014;2;25;300
2296;3;8;2;26/02/2014;2;875;385
2297;11;1;5;23/09/2014;2;25.15;933
2298;7;9;5;20/08/2015;2;12.25;43
2299;7;18;4;21/05/2014;1;850;581
2300;10;2;4;11/08/2014;3;25.9;1133
2301;6;9;5;11/10/2014;1;12.25;1063
2302;4;13;6;06/03/2015;1;3.2;1034
2303;3;13;1;22/10/2015;2;3.2;784
2304;8;11;4;21/10/2014;1;0.5;1005
2305;1;9;4;24/11/2015;2;12.25;660
2306;1;17;5;23/06/2015;3;1075;1234
2307;10;20;4;04/11/2015;1;350;1221
2308;5;10;5;24/01/2014;1;2.15;32
2309;8;23;3;19/07/2015;2;300;581
